iter	MultiClass
298	0.975801986
299	0.9754731366
300	0.9750841838
301	0.9747852284
302	0.9744372027
303	0.973821051
304	0.9736717601
305	0.9732194301
306	0.9730458672
307	0.9728373239
308	0.9723542055
309	0.971973526
310	0.9716501961
311	0.9715179715
312	0.9712241197
313	0.9707679801
314	0.9702134567
315	0.9698488375
316	0.9693874267
317	0.9689523387
318	0.9686328803
319	0.9683629153
320	0.9680425336
321	0.9677226764
322	0.9674314075
323	0.9672781276
324	0.9670368582
325	0.9665268422
326	0.9662369825
327	0.9660133112
328	0.9658432174
329	0.9652168958
330	0.9649830356
331	0.9645067505
332	0.9640996007
333	0.9637264359
334	0.9633497434
335	0.9627795716
336	0.9624844252
337	0.9622744608
338	0.9618703799
339	0.9615846708
340	0.9612955726
341	0.9609267883
342	0.960777472
343	0.9604334247
344	0.960106211
345	0.959841031
346	0.9594949143
347	0.9592520293
348	0.9589202406
349	0.958657909
350	0.9583311721
351	0.9580861814
352	0.9578315486
353	0.957302658
354	0.9570519777
355	0.9567512005
356	0.9565114279
357	0.9561658763
358	0.9559621955
359	0.9557333644
360	0.955447522
361	0.9552654839
362	0.9548452141
363	0.954249627
364	0.9538160655
365	0.9535884913
366	0.9529883827
367	0.9526802925
368	0.9524525749
369	0.9522891945
370	0.9520169974
371	0.9518083422
372	0.951453494
373	0.9511908276
374	0.9507076816
375	0.9503913776
376	0.9498148203
377	0.9496167628
378	0.949472514
379	0.9490713293
380	0.9486488382
381	0.9481867125
382	0.9478653993
383	0.9475633713
384	0.9472221194
385	0.9467617431
386	0.9465915175
387	0.9462507964
388	0.9459714341
389	0.9456960755
390	0.9455223731
391	0.9453736312
392	0.9450330784
393	0.9448194191
394	0.9446296248
395	0.9442134456
396	0.9439308406
397	0.9436474317
398	0.9435171973
399	0.9430257455
400	0.9426590257
401	0.942291866
402	0.942052065
403	0.941697194
404	0.941482569
405	0.9412775651
406	0.9407915744
407	0.9406524895
408	0.9404295747
409	0.9400998625
410	0.9397372939
411	0.9393786435
412	0.9391566168
413	0.9386509599
414	0.9384085961
415	0.938217231
416	0.9376637565
417	0.9370951253
418	0.9367250352
419	0.9364304588
420	0.936022086
421	0.9356892534
422	0.935380218
423	0.9350378595
424	0.9347364926
425	0.9345472926
426	0.9343704602
427	0.9339990386
428	0.9338159801
429	0.9335810627
430	0.9332545811
431	0.9329511239
432	0.9325767561
433	0.9321487197
434	0.931637392
435	0.931412701
436	0.9310661971
437	0.9308423535
438	0.9305574767
439	0.9303201207
440	0.9301108127
441	0.9298996917
442	0.9297119205
443	0.9294349714
444	0.9291882042
445	0.9289791403
446	0.928649577
447	0.9284330762
448	0.9282843164
449	0.9278494073
450	0.9276410284
451	0.9274474965
452	0.9272498809
453	0.9270228504
454	0.9269001773
455	0.9262229846
456	0.9258511522
457	0.925532583
458	0.9252236041
459	0.9249575685
460	0.9247095272
461	0.9245080714
462	0.9241649188
463	0.9240076964
464	0.9236630741
465	0.9234444327
466	0.923221776
467	0.9229167608
468	0.9225699841
469	0.9223536561
470	0.9221057341
471	0.9218151931
472	0.9216675459
473	0.9213348927
474	0.9210761655
475	0.920886451
476	0.920699581
477	0.9203093446
478	0.920026142
479	0.9199221145
480	0.9196062305
481	0.9193071335
482	0.9189798779
483	0.9187142717
484	0.9184902698
485	0.9181813113
486	0.9178847106
487	0.9175622779
488	0.9172578425
489	0.9167894904
490	0.9163924255
491	0.9161074128
492	0.9159039883
493	0.915621073
494	0.9153099729
495	0.9150721047
496	0.9145450729
497	0.9141377814
498	0.9139794201
499	0.9137745567
500	0.9136090668
501	0.9132694335
502	0.9129658545
503	0.9125710042
504	0.9123284539
505	0.912178747
506	0.9119696236
507	0.9118170884
508	0.9115565487
509	0.9114236277
510	0.9112650088
511	0.9109685156
512	0.9107073484
513	0.9102468012
514	0.9100291848
515	0.9099033529
516	0.9098150918
517	0.9094611928
518	0.9090436961
519	0.908928358
520	0.9087162883
521	0.9084069739
522	0.9080546651
523	0.9079757778
524	0.9077249007
525	0.9074288156
526	0.9071685808
527	0.9070146111
528	0.9067504001
529	0.9066456496
530	0.9064346847
531	0.9059617535
532	0.9056367444
533	0.9054662663
534	0.905276758
535	0.9051104479
536	0.9049350483
537	0.904709987
538	0.9044409862
539	0.9042648502
540	0.904103565
541	0.9038450798
542	0.9036231116
543	0.9033173486
544	0.9031357879
545	0.9028610312
546	0.9026556212
547	0.9025234588
548	0.9021731048
549	0.901846209
550	0.9015711865
551	0.9013155404
552	0.900932881
553	0.9006611586
554	0.9004689423
555	0.9002775089
556	0.8999078315
557	0.8997967092
558	0.8996082865
559	0.8992940878
560	0.8990077972
561	0.8987999975
562	0.8985697303
563	0.8982379478
564	0.8979899962
565	0.8978544171
566	0.8976510168
567	0.8973453526
568	0.8972102065
569	0.8969272079
570	0.8967474342
571	0.8966095241
572	0.8963517749
573	0.896108575
574	0.8959255075
575	0.8957236778
576	0.8954404394
577	0.8950471094
578	0.8947954783
579	0.8945485588
580	0.8943755907
581	0.8941882292
582	0.8940397388
583	0.8938671443
584	0.893753183
585	0.8935550244
586	0.8933935541
587	0.8929967421
588	0.8928006856
589	0.8925561956
590	0.8923413791
591	0.8920903439
592	0.8916987856
593	0.8914736591
594	0.8913330526
595	0.8910749385
596	0.8908548189
597	0.8904868021
598	0.8900682693
599	0.889806123
600	0.8894657184
601	0.8891025891
602	0.8888443907
603	0.8886794194
604	0.8885381803
605	0.8882277755
606	0.8881009646
607	0.8878590604
608	0.8874088516
609	0.887096694
610	0.8868311595
611	0.8865907517
612	0.8862758783
613	0.8860434381
614	0.885800556
615	0.8856533921
616	0.8855268445
617	0.8853035361
618	0.885051447
619	0.8848631786
620	0.8844702587
621	0.8841097142
622	0.8837868035
623	0.883599914
624	0.8833183661
625	0.8829336655
626	0.882657726
627	0.8824394484
628	0.8821603098
629	0.8820220237
630	0.8817908994
631	0.8815334311
632	0.8813820158
633	0.8811876182
634	0.8809783471
635	0.8808846068
636	0.880679995
637	0.8804413813
638	0.8802585516
639	0.8799202853
640	0.8796755165
641	0.8794448218
642	0.8790083019
643	0.8788406197
644	0.8786648106
645	0.8784805559
646	0.8781505431
647	0.8779277906
648	0.8778550907
649	0.8776364726
650	0.8773401829
651	0.8772041138
652	0.8770381031
653	0.8769423015
654	0.8768596325
655	0.8766568175
656	0.8763142568
657	0.8758345066
658	0.8756903868
659	0.8754924246
660	0.8750566181
661	0.8748961108
662	0.8744878528
663	0.8742926319
664	0.874012112
665	0.8738506697
666	0.8736579332
667	0.8734717521
668	0.8731831926
669	0.8729850318
670	0.8727441488
671	0.8724430574
672	0.872253532
673	0.8719919643
674	0.8717784331
675	0.8715615297
676	0.8711108607
677	0.8707119967
678	0.870518517
679	0.8702428694
680	0.8700100152
681	0.8698473944
682	0.8696327475
683	0.8695378226
684	0.8692340913
685	0.8690351586
686	0.8686741578
687	0.8685435061
688	0.8684112086
689	0.8681662419
690	0.8679336844
691	0.8677743871
692	0.86755579
693	0.8673026953
694	0.8670739899
695	0.8667647381
696	0.8665178582
697	0.8661019481
698	0.8656760536
699	0.8653431639
700	0.8651236325
701	0.8648858433
702	0.8645556967
703	0.8644173456
704	0.8642280254
705	0.8640114971
706	0.8639133717
707	0.8638174077
708	0.8637296534
709	0.863599007
710	0.8634758868
711	0.8632290877
712	0.8631131876
713	0.8630202534
714	0.8628425086
715	0.8625323798
716	0.8623582178
717	0.8620967361
718	0.8618575837
719	0.8615887355
720	0.8613502055
721	0.8609633499
722	0.8607863761
723	0.8605177269
724	0.8603779854
725	0.8601455509
726	0.8600035681
727	0.8597525067
728	0.8593506473
729	0.8591282316
730	0.8587603481
731	0.8585970939
732	0.8584619388
733	0.8581371712
734	0.8579011192
735	0.8575542345
736	0.8574562514
737	0.8573629544
738	0.8570666389
739	0.8568347632
740	0.8566656841
741	0.8564553755
742	0.85619226
743	0.8559893583
744	0.855810027
745	0.855630173
746	0.8554301176
747	0.8551448697
748	0.8549802159
749	0.8548962059
750	0.8547135483
751	0.8545461154
752	0.8543964103
753	0.8542734631
754	0.8540150141
755	0.8538372288
756	0.8537298399
757	0.8534835307
758	0.8533256641
759	0.8532001488
760	0.8530072744
761	0.8529307477
762	0.85281858
763	0.8525793955
764	0.8525010696
765	0.8522527277
766	0.8520941825
767	0.8517470482
768	0.8515501345
769	0.8513498281
770	0.8509234194
771	0.8506695825
772	0.8504659918
773	0.8503698321
774	0.8501015367
775	0.8499383752
776	0.8496622677
777	0.8494150151
778	0.8491018486
779	0.8488696185
780	0.848635676
781	0.8484522471
782	0.848332326
783	0.8481513334
784	0.848032781
785	0.8478740346
786	0.8476285347
787	0.8474276479
788	0.8472729236
789	0.8471610205
790	0.8469440052
791	0.8468253016
792	0.8466117794
793	0.8465033285
794	0.8463149449
795	0.8461030726
796	0.8458993391
797	0.8455762337
798	0.8454362098
799	0.8452710543
800	0.8449844025
801	0.8447802438
802	0.8445051734
803	0.8443705464
804	0.844136197
805	0.8439371691
806	0.8437355983
807	0.8435166783
808	0.8433534224
809	0.8431107997
810	0.8429612397
811	0.8426330571
812	0.842308395
813	0.8419317945
814	0.8417350203
815	0.8416446335
816	0.841453957
817	0.8412995236
818	0.8411515927
819	0.8410379397
820	0.8408171199
821	0.8406901775
822	0.8405565513
823	0.8403522273
824	0.840221244
825	0.8400506368
826	0.8398149092
827	0.8395202942
828	0.8391705926
829	0.8390484215
830	0.8389238794
831	0.838652345
832	0.8385085011
833	0.8383783084
834	0.8382304772
835	0.8380784606
836	0.8378345213
837	0.8377119382
838	0.8373432076
839	0.8371045894
840	0.8368351923
841	0.836462023
842	0.8362103227
843	0.8359862942
844	0.8356980694
845	0.835452002
846	0.8353145466
847	0.8351235541
848	0.8348815958
849	0.8345858153
850	0.8343228421
851	0.8341207676
852	0.8340073012
853	0.833919273
854	0.8338305914
855	0.8335405441
856	0.8334156748
857	0.833250446
858	0.8328991553
859	0.8326596967
860	0.8323948542
861	0.8322544622
862	0.8319619329
863	0.8318118767
864	0.8316269136
865	0.8313780608
866	0.8312208404
867	0.8310854692
868	0.8309654521
869	0.8308418963
870	0.8306089719
871	0.8304412449
872	0.8303462606
873	0.8301692658
874	0.8300594154
875	0.8299405347
876	0.8298569521
877	0.8296358379
878	0.8295398487
879	0.8293453526
880	0.8291543232
881	0.8289185753
882	0.8287331696
883	0.8284335935
884	0.8281967654
885	0.828052529
886	0.8278654726
887	0.8275666605
888	0.8274698591
889	0.8273266089
890	0.8272470374
891	0.8269954859
892	0.8268893615
893	0.826682676
894	0.8265808173
895	0.8263365891
896	0.8262175509
897	0.8259524134
898	0.8257084685
899	0.8253946699
900	0.8251792195
901	0.8248578779
902	0.8246504302
903	0.8244926854
904	0.8242808603
905	0.8240377564
906	0.8239313487
907	0.823839064
908	0.8237555752
909	0.8235990332
910	0.8233550027
911	0.8231860035
912	0.8230946642
913	0.8230058381
914	0.8227896021
915	0.8226552033
916	0.822538401
917	0.8222717461
918	0.8220896946
919	0.8219265213
920	0.8217714714
921	0.8216904919
922	0.8216308515
923	0.8214702391
924	0.8213973785
925	0.8209575624
926	0.8208249405
927	0.8206796583
928	0.8205951167
929	0.8203390514
930	0.8202267903
931	0.8200357419
932	0.8197559046
933	0.8195024534
934	0.8193277744
935	0.8191845404
936	0.8190585871
937	0.8188851575
938	0.8187143084
939	0.8186066054
940	0.8184217755
941	0.8183008925
942	0.8182296506
943	0.8181283479
944	0.8179116232
945	0.8177895297
946	0.8176458579
947	0.8175468851
948	0.8174209137
949	0.8173102365
950	0.8171626358
951	0.816992938
952	0.8167495631
953	0.8164806138
954	0.8162443309
955	0.8160676621
956	0.8158556502
957	0.8156729367
958	0.815570713
959	0.8152334221
960	0.8150554195
961	0.8148570622
962	0.8147684171
963	0.814482936
964	0.8142923527
965	0.8141415195
966	0.8140436347
967	0.8139052053
968	0.8137466675
969	0.8135907452
970	0.8134589425
971	0.8132503961
972	0.813028852
973	0.812874103
974	0.8125601534
975	0.8123039495
976	0.8120210867
977	0.8118873932
978	0.8113637996
979	0.8111625773
980	0.810879433
981	0.8107529925
982	0.8105838122
983	0.810175649
984	0.8100442701
985	0.8099479562
986	0.809899174
987	0.8097396846
988	0.8093042788
989	0.809163456
990	0.8090124361
991	0.8088398093
992	0.8087381701
993	0.8086398078
994	0.8084902141
995	0.808360981
996	0.808231811
997	0.808097356
998	0.8079791638
999	0.8078503108
